x,y,z
-24,29,720.28
-24,30,754.67
-24,31,793.19
-24,32,832.53
-24,33,871.59
-24,34,915.27
-24,35,961.69
-24,36,1007.57
-24,37,1056.3
-24,38,1108.01
-24,39,1158.82
-24,40,1214.76
-24,41,1272.52
-24,42,1330.78
-24,43,1393.59
-24,44,1455.2
-24,45,1522.36
-24,46,1586.53
-24,47,1656.9
-24,48,1727.98
-24,49,1800.75
-24,50,1876.35
-23,-50,4178.8
-23,-49,4056.17
-23,-48,3935.07
-23,-47,3819.7
-23,-46,3702.32
-23,-45,3588.43
-23,-44,3477.2
-23,-43,3365.77
-23,-42,3259.02
-23,-41,3153.97
-23,-40,3048.46
-23,-39,2946.65
-23,-38,2846.59
-23,-37,2748.71
-23,-36,2652.34
-23,-35,2558.67
-23,-34,2466.27
-23,-33,2377.03
-23,-32,2289.24
-23,-31,2203.36
-23,-30,2117.73
-23,-29,2036.33
-23,-28,1957.12
-23,-27,1878.14
-23,-26,1803.86
-23,-25,1728.35
-23,-24,1656.28
-23,-23,1586.31
-23,-22,1519.24
-23,-21,1453.91
-23,-20,1388.23
-23,-19,1326.57
-23,-18,1267.39
-23,-17,1209.32
-23,-16,1154.11
-23,-15,1099.86
-23,-14,1046.56
-23,-13,996.05
-23,-12,948.36
-23,-11,904.15
-23,-10,860.21
-23,-9,817.24
-23,-8,776.91
-23,-7,738.01
-23,-6,702.75
-23,-5,667.79
-23,-4,637.66
-23,-3,606.01
-23,-2,579.61
-23,-1,554.25
-23,0,528.41
-23,1,506.64
-23,2,487.9
-23,3,471.32
-23,4,451.72
-23,5,440.29
-23,6,426.83
-23,7,415.27
-23,8,409.25
-23,9,403.42
-23,10,399.65
-23,11,397.93
-23,12,398.69
-23,13,399.83
-23,14,403.34
-23,15,409.71
-23,16,416.3
-23,17,426.31
-23,18,438.44
-23,19,451.52
-23,20,468.01
-23,21,487.12
-23,22,505.97
-23,23,528.51
-23,24,551.97
-23,25,579.18
-23,26,606.77
-23,27,638.76
-23,28,670.44
-23,29,701.34
-23,30,737.65
-23,31,779.37
-23,32,816.6
-23,33,858.48
-23,34,905.03
-23,35,947.45
-23,36,995.95
-23,37,1046.96
-23,38,1098.79
-23,39,1153.44
-23,40,1208.73
-23,41,1268.24
-23,42,1325.32
-23,43,1387.91
-23,44,1451.46
-23,45,1519.15
-23,46,1588.07
-23,47,1655.77
-23,48,1728.67
-23,49,1803.9
-23,50,1878.52
-22,-50,4085.38
-22,-49,3963.53
-22,-48,3843.0
-22,-47,3726.07
-22,-46,3613.47
-22,-45,3499.42
-22,-44,3387.26
-22,-43,3280.28
-22,-42,3173.72
-22,-41,3066.36
-22,-40,2962.55
-22,-39,2862.61
-22,-38,2764.11
-22,-37,2667.95
-22,-36,2570.19
-22,-35,2477.85
-22,-34,2389.15
-22,-33,2299.03
-22,-32,2212.99
-22,-31,2126.64
-22,-30,2045.0
-22,-29,1963.36
-22,-28,1884.71
-22,-27,1806.69
-22,-26,1733.22
-22,-25,1659.9
-22,-24,1588.19
-22,-23,1519.81
-22,-22,1450.22
-22,-21,1385.22
-22,-20,1324.62
-22,-19,1261.74
-22,-18,1204.62
-22,-17,1146.28
-22,-16,1091.72
-22,-15,1039.86
-22,-14,989.26
-22,-13,937.76
-22,-12,891.23
-22,-11,847.54
-22,-10,805.1
-22,-9,763.3
-22,-8,724.14
-22,-7,686.78
-22,-6,650.21
-22,-5,617.79
-22,-4,588.02
-22,-3,561.96
-22,-2,532.15
-22,-1,506.74
-22,0,482.54
-22,1,462.88
-22,2,443.96
-22,3,427.5
-22,4,410.45
-22,5,400.25
-22,6,387.86
-22,7,377.65
-22,8,370.56
-22,9,367.53
-22,10,363.65
-22,11,363.09
-22,12,363.32
-22,13,367.59
-22,14,372.57
-22,15,377.65
-22,16,387.89
-22,17,398.35
-22,18,411.47
-22,19,426.26
-22,20,445.9
-22,21,462.38
-22,22,485.02
-22,23,506.45
-22,24,531.44
-22,25,559.33
-22,26,588.26
-22,27,618.34
-22,28,650.51
-22,29,686.89
-22,30,723.99
-22,31,762.74
-22,32,804.08
-22,33,844.79
-22,34,892.7
-22,35,939.65
-22,36,988.0
-22,37,1038.98
-22,38,1092.0
-22,39,1145.83
-22,40,1201.25
-22,41,1264.08
-22,42,1323.51
-22,43,1386.76
-22,44,1452.12
-22,45,1518.9
-22,46,1588.04
-22,47,1659.61
-22,48,1733.46
-22,49,1808.01
-22,50,1882.09
-21,-50,3991.84
-21,-49,3868.32
-21,-48,3751.59
-21,-47,3638.5
-21,-46,3522.76
-21,-45,3412.08
-21,-44,3298.23
-21,-43,3191.8
-21,-42,3085.75
-21,-41,2985.65
-21,-40,2881.57
-21,-39,2781.61
-21,-38,2683.07
-21,-37,2587.01
-21,-36,2492.6
-21,-35,2401.84
-21,-34,2309.23
-21,-33,2224.08
-21,-32,2136.62
-21,-31,2052.04
-21,-30,1970.68
-21,-29,1890.97
-21,-28,1813.12
-21,-27,1735.78
-21,-26,1664.21
-21,-25,1590.55
-21,-24,1522.57
-21,-23,1454.85
-21,-22,1385.51
-21,-21,1323.13
-21,-20,1261.75
-21,-19,1199.19
-21,-18,1142.62
-21,-17,1086.54
-21,-16,1033.18
-21,-15,982.24
-21,-14,931.61
-21,-13,883.34
-21,-12,837.69
-21,-11,794.37
-21,-10,749.22
-21,-9,711.56
-21,-8,674.87
-21,-7,636.71
-21,-6,602.19
-21,-5,571.73
-21,-4,540.73
-21,-3,511.95
-21,-2,487.24
-21,-1,463.41
-21,0,439.13
-21,1,421.71
-21,2,403.63
-21,3,387.27
-21,4,373.91
-21,5,359.41
-21,6,348.92
-21,7,341.68
-21,8,336.53
-21,9,333.39
-21,10,330.33
-21,11,332.14
-21,12,333.61
-21,13,337.46
-21,14,342.08
-21,15,350.9
-21,16,361.87
-21,17,372.61
-21,18,386.95
-21,19,402.47
-21,20,421.36
-21,21,441.82
-21,22,462.79
-21,23,487.17
-21,24,512.43
-21,25,542.63
-21,26,570.83
-21,27,601.57
-21,28,635.99
-21,29,672.89
-21,30,711.72
-21,31,750.31
-21,32,794.32
-21,33,835.96
-21,34,883.5
-21,35,930.97
-21,36,982.78
-21,37,1031.48
-21,38,1087.13
-21,39,1140.44
-21,40,1201.65
-21,41,1259.86
-21,42,1322.21
-21,43,1387.04
-21,44,1451.83
-21,45,1522.46
-21,46,1592.14
-21,47,1661.36
-21,48,1736.06
-21,49,1813.16
-21,50,1890.58
-20,-50,3899.04
-20,-49,3782.74
-20,-48,3662.6
-20,-47,3548.21
-20,-46,3435.61
-20,-45,3324.65
-20,-44,3216.75
-20,-43,3108.52
-20,-42,3004.82
-20,-41,2901.74
-20,-40,2800.34
-20,-39,2698.79
-20,-38,2602.17
-20,-37,2509.66
-20,-36,2416.35
-20,-35,2325.73
-20,-34,2235.5
-20,-33,2148.32
-20,-32,2064.25
-20,-31,1982.32
-20,-30,1898.47
-20,-29,1820.38
-20,-28,1743.62
-20,-27,1670.37
-20,-26,1595.04
-20,-25,1526.15
-20,-24,1456.61
-20,-23,1389.06
-20,-22,1322.74
-20,-21,1262.44
-20,-20,1199.63
-20,-19,1140.74
-20,-18,1083.75
-20,-17,1030.11
-20,-16,977.38
-20,-15,923.75
-20,-14,876.38
-20,-13,830.31
-20,-12,783.84
-20,-11,741.43
-20,-10,697.41
-20,-9,661.59
-20,-8,623.85
-20,-7,588.76
-20,-6,556.3
-20,-5,525.53
-20,-4,495.87
-20,-3,468.95
-20,-2,441.15
-20,-1,420.86
-20,0,400.2
-20,1,380.92
-20,2,364.5
-20,3,348.54
-20,4,336.32
-20,5,325.11
-20,6,316.74
-20,7,308.29
-20,8,304.92
-20,9,299.93
-20,10,299.91
-20,11,301.33
-20,12,303.7
-20,13,309.1
-20,14,314.35
-20,15,323.64
-20,16,335.73
-20,17,349.53
-20,18,363.9
-20,19,381.02
-20,20,401.02
-20,21,422.58
-20,22,444.84
-20,23,469.3
-20,24,494.53
-20,25,525.48
-20,26,555.92
-20,27,589.85
-20,28,624.58
-20,29,658.26
-20,30,699.4
-20,31,738.54
-20,32,784.65
-20,33,827.79
-20,34,874.92
-20,35,923.55
-20,36,975.76
-20,37,1030.17
-20,38,1081.89
-20,39,1140.12
-20,40,1198.8
-20,41,1260.85
-20,42,1323.29
-20,43,1390.04
-20,44,1455.93
-20,45,1523.23
-20,46,1595.32
-20,47,1668.45
-20,48,1744.17
-20,49,1822.11
-20,50,1901.25
-19,-50,3809.86
-19,-49,3692.98
-19,-48,3576.63
-19,-47,3463.36
-19,-46,3351.24
-19,-45,3240.48
-19,-44,3131.97
-19,-43,3026.44
-19,-42,2921.79
-19,-41,2818.87
-19,-40,2721.85
-19,-39,2624.08
-19,-38,2527.22
-19,-37,2432.88
-19,-36,2340.8
-19,-35,2252.04
-19,-34,2161.96
-19,-33,2077.21
-19,-32,1994.54
-19,-31,1910.95
-19,-30,1831.81
-19,-29,1754.08
-19,-28,1677.98
-19,-27,1602.72
-19,-26,1530.6
-19,-25,1461.21
-19,-24,1391.98
-19,-23,1326.33
-19,-22,1263.65
-19,-21,1200.67
-19,-20,1139.33
-19,-19,1083.39
-19,-18,1028.0
-19,-17,972.52
-19,-16,919.29
-19,-15,871.32
-19,-14,822.88
-19,-13,774.31
-19,-12,732.44
-19,-11,690.66
-19,-10,650.34
-19,-9,612.89
-19,-8,578.12
-19,-7,541.82
-19,-6,510.73
-19,-5,479.94
-19,-4,453.25
-19,-3,426.7
-19,-2,402.7
-19,-1,379.34
-19,0,360.35
-19,1,343.96
-19,2,326.76
-19,3,312.88
-19,4,302.13
-19,5,291.77
-19,6,283.5
-19,7,278.57
-19,8,272.3
-19,9,270.35
-19,10,270.57
-19,11,273.01
-19,12,277.55
-19,13,282.97
-19,14,291.52
-19,15,301.04
-19,16,313.04
-19,17,328.27
-19,18,343.71
-19,19,360.51
-19,20,381.37
-19,21,402.3
-19,22,427.5
-19,23,454.28
-19,24,482.31
-19,25,510.84
-19,26,544.21
-19,27,577.33
-19,28,610.95
-19,29,651.43
-19,30,690.12
-19,31,732.75
-19,32,776.37
-19,33,824.08
-19,34,871.39
-19,35,921.14
-19,36,972.16
-19,37,1025.82
-19,38,1082.98
-19,39,1141.94
-19,40,1201.01
-19,41,1264.17
-19,42,1327.02
-19,43,1393.97
-19,44,1461.73
-19,45,1532.65
-19,46,1603.44
-19,47,1676.41
-19,48,1752.25
-19,49,1831.17
-19,50,1909.95
-18,-50,3721.23
-18,-49,3608.2
-18,-48,3491.45
-18,-47,3378.34
-18,-46,3267.54
-18,-45,3159.78
-18,-44,3052.58
-18,-43,2947.83
-18,-42,2843.09
-18,-41,2741.45
-18,-40,2644.33
-18,-39,2547.45
-18,-38,2452.79
-18,-37,2357.95
-18,-36,2268.79
-18,-35,2177.96
-18,-34,2090.6
-18,-33,2006.01
-18,-32,1923.85
-18,-31,1843.21
-18,-30,1764.32
-18,-29,1687.52
-18,-28,1612.09
-18,-27,1538.5
-18,-26,1469.4
-18,-25,1397.59
-18,-24,1332.71
-18,-23,1268.13
-18,-22,1202.69
-18,-21,1141.88
-18,-20,1084.31
-18,-19,1026.04
-18,-18,972.06
-18,-17,919.13
-18,-16,867.58
-18,-15,819.3
-18,-14,771.35
-18,-13,728.32
-18,-12,683.22
-18,-11,644.13
-18,-10,604.5
-18,-9,568.07
-18,-8,533.56
-18,-7,497.3
-18,-6,468.23
-18,-5,438.9
-18,-4,412.59
-18,-3,385.66
-18,-2,364.88
-18,-1,344.7
-18,0,324.15
-18,1,307.28
-18,2,292.25
-18,3,279.8
-18,4,267.45
-18,5,259.25
-18,6,252.38
-18,7,245.7
-18,8,243.64
-18,9,242.18
-18,10,244.33
-18,11,246.9
-18,12,251.86
-18,13,258.79
-18,14,268.97
-18,15,278.45
-18,16,292.15
-18,17,306.61
-18,18,326.18
-18,19,342.89
-18,20,364.7
-18,21,386.78
-18,22,412.59
-18,23,437.6
-18,24,467.67
-18,25,499.95
-18,26,531.79
-18,27,567.5
-18,28,604.49
-18,29,643.97
-18,30,686.51
-18,31,727.51
-18,32,770.62
-18,33,819.63
-18,34,867.2
-18,35,919.65
-18,36,970.83
-18,37,1025.41
-18,38,1084.76
-18,39,1142.08
-18,40,1205.49
-18,41,1267.43
-18,42,1333.04
-18,43,1397.9
-18,44,1469.53
-18,45,1539.77
-18,46,1612.73
-18,47,1688.65
-18,48,1763.94
-18,49,1842.73
-18,50,1923.61
-17,-50,3637.65
-17,-49,3522.47
-17,-48,3409.73
-17,-47,3297.76
-17,-46,3187.06
-17,-45,3077.68
-17,-44,2972.56
-17,-43,2869.35
-17,-42,2767.9
-17,-41,2665.74
-17,-40,2569.16
-17,-39,2474.27
-17,-38,2376.84
-17,-37,2285.69
-17,-36,2198.36
-17,-35,2108.01
-17,-34,2023.12
-17,-33,1940.56
-17,-32,1856.42
-17,-31,1777.27
-17,-30,1699.5
-17,-29,1624.67
-17,-28,1547.67
-17,-27,1475.01
-17,-26,1408.24
-17,-25,1340.12
-17,-24,1273.82
-17,-23,1209.05
-17,-22,1145.51
-17,-21,1088.15
-17,-20,1027.25
-17,-19,973.32
-17,-18,919.43
-17,-17,867.7
-17,-16,816.47
-17,-15,769.12
-17,-14,722.96
-17,-13,678.69
-17,-12,636.96
-17,-11,594.89
-17,-10,558.32
-17,-9,522.28
-17,-8,489.88
-17,-7,457.78
-17,-6,426.29
-17,-5,398.96
-17,-4,375.09
-17,-3,349.83
-17,-2,327.43
-17,-1,306.98
-17,0,288.72
-17,1,272.4
-17,2,258.71
-17,3,247.3
-17,4,236.39
-17,5,227.88
-17,6,223.43
-17,7,217.42
-17,8,217.8
-17,9,216.59
-17,10,219.72
-17,11,222.21
-17,12,228.68
-17,13,235.91
-17,14,247.23
-17,15,257.75
-17,16,274.15
-17,17,287.67
-17,18,308.14
-17,19,326.87
-17,20,349.78
-17,21,374.27
-17,22,397.17
-17,23,427.06
-17,24,456.03
-17,25,490.15
-17,26,524.75
-17,27,559.65
-17,28,595.53
-17,29,637.64
-17,30,679.83
-17,31,723.8
-17,32,768.98
-17,33,817.67
-17,34,867.73
-17,35,919.25
-17,36,973.07
-17,37,1031.34
-17,38,1086.71
-17,39,1145.96
-17,40,1208.93
-17,41,1273.55
-17,42,1339.38
-17,43,1408.87
-17,44,1474.91
-17,45,1548.46
-17,46,1621.73
-17,47,1698.9
-17,48,1776.36
-17,49,1858.22
-17,50,1939.05
-16,-50,3557.22
-16,-49,3440.0
-16,-48,3328.63
-16,-47,3217.74
-16,-46,3108.8
-16,-45,3001.03
-16,-44,2896.09
-16,-43,2791.26
-16,-42,2691.76
-16,-41,2591.77
-16,-40,2495.02
-16,-39,2401.69
-16,-38,2308.35
-16,-37,2217.34
-16,-36,2128.11
-16,-35,2041.52
-16,-34,1957.62
-16,-33,1870.55
-16,-32,1790.57
-16,-31,1714.66
-16,-30,1634.44
-16,-29,1560.6
-16,-28,1487.81
-16,-27,1416.46
-16,-26,1348.85
-16,-25,1281.05
-16,-24,1217.0
-16,-23,1152.32
-16,-22,1091.81
-16,-21,1031.8
-16,-20,976.46
-16,-19,920.58
-16,-18,868.24
-16,-17,816.65
-16,-16,768.18
-16,-15,722.41
-16,-14,674.07
-16,-13,632.42
-16,-12,590.27
-16,-11,551.48
-16,-10,515.23
-16,-9,481.97
-16,-8,448.53
-16,-7,415.74
-16,-6,387.98
-16,-5,361.43
-16,-4,336.04
-16,-3,313.34
-16,-2,292.49
-16,-1,272.93
-16,0,256.12
-16,1,241.52
-16,2,227.05
-16,3,215.84
-16,4,207.05
-16,5,200.23
-16,6,195.28
-16,7,191.46
-16,8,192.06
-16,9,192.33
-16,10,195.4
-16,11,201.03
-16,12,207.41
-16,13,218.17
-16,14,228.48
-16,15,238.83
-16,16,256.25
-16,17,272.04
-16,18,289.94
-16,19,314.37
-16,20,336.95
-16,21,360.29
-16,22,388.84
-16,23,416.23
-16,24,447.92
-16,25,480.51
-16,26,517.75
-16,27,553.61
-16,28,591.17
-16,29,632.35
-16,30,675.7
-16,31,721.85
-16,32,766.86
-16,33,814.71
-16,34,868.16
-16,35,922.78
-16,36,975.24
-16,37,1031.15
-16,38,1092.12
-16,39,1154.8
-16,40,1216.08
-16,41,1280.18
-16,42,1346.44
-16,43,1418.95
-16,44,1487.57
-16,45,1561.02
-16,46,1635.41
-16,47,1712.82
-16,48,1794.58
-16,49,1872.4
-16,50,1955.38
-15,-50,3474.08
-15,-49,3361.27
-15,-48,3249.37
-15,-47,3139.64
-15,-46,3033.2
-15,-45,2924.23
-15,-44,2822.14
-15,-43,2719.18
-15,-42,2619.95
-15,-41,2521.06
-15,-40,2425.01
-15,-39,2331.12
-15,-38,2236.54
-15,-37,2148.94
-15,-36,2061.26
-15,-35,1974.6
-15,-34,1891.1
-15,-33,1807.9
-15,-32,1728.99
-15,-31,1650.66
-15,-30,1574.86
-15,-29,1499.19
-15,-28,1429.01
-15,-27,1358.7
-15,-26,1291.24
-15,-25,1226.22
-15,-24,1160.35
-15,-23,1099.85
-15,-22,1038.2
-15,-21,979.86
-15,-20,926.0
-15,-19,872.03
-15,-18,818.58
-15,-17,769.24
-15,-16,722.48
-15,-15,676.18
-15,-14,631.73
-15,-13,589.15
-15,-12,546.76
-15,-11,511.5
-15,-10,476.48
-15,-9,441.27
-15,-8,408.8
-15,-7,379.16
-15,-6,350.01
-15,-5,324.48
-15,-4,301.32
-15,-3,277.37
-15,-2,258.24
-15,-1,240.06
-15,0,226.61
-15,1,210.13
-15,2,197.06
-15,3,189.08
-15,4,181.87
-15,5,174.95
-15,6,171.11
-15,7,169.16
-15,8,168.83
-15,9,174.35
-15,10,173.75
-15,11,180.65
-15,12,189.51
-15,13,198.66
-15,14,211.4
-15,15,222.32
-15,16,240.74
-15,17,259.94
-15,18,279.33
-15,19,301.75
-15,20,325.62
-15,21,350.05
-15,22,379.85
-15,23,408.5
-15,24,441.86
-15,25,473.86
-15,26,511.05
-15,27,549.86
-15,28,591.38
-15,29,630.85
-15,30,675.13
-15,31,722.82
-15,32,768.92
-15,33,818.54
-15,34,871.65
-15,35,925.93
-15,36,980.38
-15,37,1038.8
-15,38,1098.03
-15,39,1161.68
-15,40,1226.66
-15,41,1291.48
-15,42,1360.48
-15,43,1428.6
-15,44,1502.18
-15,45,1573.86
-15,46,1651.65
-15,47,1729.03
-15,48,1809.15
-15,49,1891.24
-15,50,1973.81
-14,-50,3396.46
-14,-49,3282.72
-14,-48,3171.43
-14,-47,3063.46
-14,-46,2956.71
-14,-45,2851.64
-14,-44,2746.87
-14,-43,2647.68
-14,-42,2546.01
-14,-41,2452.25
-14,-40,2357.02
-14,-39,2263.76
-14,-38,2171.26
-14,-37,2083.25
-14,-36,1994.79
-14,-35,1913.02
-14,-34,1826.87
-14,-33,1748.45
-14,-32,1667.37
-14,-31,1591.38
-14,-30,1515.76
-14,-29,1442.07
-14,-28,1372.03
-14,-27,1305.0
-14,-26,1236.06
-14,-25,1173.19
-14,-24,1106.87
-14,-23,1048.16
-14,-22,989.08
-14,-21,931.89
-14,-20,875.78
-14,-19,821.86
-14,-18,771.7
-14,-17,723.61
-14,-16,675.06
-14,-15,632.92
-14,-14,590.14
-14,-13,547.55
-14,-12,508.13
-14,-11,472.32
-14,-10,434.87
-14,-9,404.21
-14,-8,373.0
-14,-7,342.98
-14,-6,315.21
-14,-5,291.54
-14,-4,268.08
-14,-3,247.44
-14,-2,229.18
-14,-1,211.47
-14,0,196.23
-14,1,182.04
-14,2,173.33
-14,3,161.2
-14,4,154.63
-14,5,150.81
-14,6,149.21
-14,7,146.94
-14,8,148.17
-14,9,150.79
-14,10,156.03
-14,11,162.26
-14,12,171.69
-14,13,182.65
-14,14,196.36
-14,15,212.85
-14,16,228.52
-14,17,248.28
-14,18,266.9
-14,19,291.56
-14,20,315.72
-14,21,342.87
-14,22,371.96
-14,23,403.75
-14,24,436.44
-14,25,470.53
-14,26,508.24
-14,27,546.99
-14,28,586.61
-14,29,631.48
-14,30,675.39
-14,31,725.15
-14,32,773.75
-14,33,822.66
-14,34,874.43
-14,35,932.1
-14,36,989.34
-14,37,1045.35
-14,38,1107.68
-14,39,1171.44
-14,40,1237.27
-14,41,1303.42
-14,42,1371.71
-14,43,1442.17
-14,44,1515.36
-14,45,1592.71
-14,46,1668.8
-14,47,1745.58
-14,48,1829.17
-14,49,1911.18
-14,50,1995.5
-13,-50,3317.7
-13,-49,3208.43
-13,-48,3095.3
-13,-47,2989.03
-13,-46,2884.14
-13,-45,2776.94
-13,-44,2676.45
-13,-43,2577.18
-13,-42,2478.86
-13,-41,2383.55
-13,-40,2290.64
-13,-39,2198.22
-13,-38,2105.99
-13,-37,2017.85
-13,-36,1934.56
-13,-35,1849.1
-13,-34,1766.92
-13,-33,1686.63
-13,-32,1609.12
-13,-31,1534.64
-13,-30,1458.58
-13,-29,1385.6
-13,-28,1319.42
-13,-27,1248.59
-13,-26,1183.33
-13,-25,1118.91
-13,-24,1056.01
-13,-23,998.36
-13,-22,939.62
-13,-21,883.48
-13,-20,829.96
-13,-19,776.46
-13,-18,726.76
-13,-17,678.92
-13,-16,632.68
-13,-15,587.43
-13,-14,546.46
-13,-13,506.03
-13,-12,467.88
-13,-11,434.12
-13,-10,400.03
-13,-9,367.15
-13,-8,335.56
-13,-7,308.75
-13,-6,283.39
-13,-5,260.62
-13,-4,238.09
-13,-3,219.02
-13,-2,198.32
-13,-1,181.04
-13,0,168.94
-13,1,157.03
-13,2,148.79
-13,3,139.03
-13,4,132.06
-13,5,129.8
-13,6,125.65
-13,7,126.37
-13,8,129.91
-13,9,134.16
-13,10,138.57
-13,11,146.3
-13,12,157.0
-13,13,167.21
-13,14,182.86
-13,15,200.38
-13,16,217.82
-13,17,237.87
-13,18,258.9
-13,19,281.56
-13,20,308.72
-13,21,337.31
-13,22,366.61
-13,23,398.31
-13,24,433.61
-13,25,467.01
-13,26,506.22
-13,27,546.35
-13,28,589.41
-13,29,631.68
-13,30,678.81
-13,31,725.7
-13,32,776.08
-13,33,828.77
-13,34,883.16
-13,35,937.45
-13,36,997.21
-13,37,1055.13
-13,38,1118.91
-13,39,1184.05
-13,40,1250.51
-13,41,1316.42
-13,42,1388.26
-13,43,1458.41
-13,44,1534.54
-13,45,1608.02
-13,46,1687.68
-13,47,1767.55
-13,48,1851.3
-13,49,1934.19
-13,50,2019.56
-12,-50,3243.24
-12,-49,3133.68
-12,-48,3022.83
-12,-47,2916.81
-12,-46,2812.68
-12,-45,2708.38
-12,-44,2608.37
-12,-43,2509.39
-12,-42,2411.27
-12,-41,2318.0
-12,-40,2223.6
-12,-39,2131.82
-12,-38,2045.35
-12,-37,1958.56
-12,-36,1871.38
-12,-35,1789.62
-12,-34,1707.24
-12,-33,1628.32
-12,-32,1553.58
-12,-31,1477.13
-12,-30,1404.48
-12,-29,1332.78
-12,-28,1264.04
-12,-27,1196.23
-12,-26,1131.37
-12,-25,1069.41
-12,-24,1009.78
-12,-23,949.4
-12,-22,892.18
-12,-21,835.37
-12,-20,782.94
-12,-19,731.91
-12,-18,682.6
-12,-17,636.74
-12,-16,592.44
-12,-15,547.64
-12,-14,510.55
-12,-13,470.59
-12,-12,431.81
-12,-11,396.51
-12,-10,363.87
-12,-9,334.94
-12,-8,302.87
-12,-7,276.5
-12,-6,251.97
-12,-5,229.52
-12,-4,208.04
-12,-3,188.16
-12,-2,172.34
-12,-1,158.55
-12,0,145.12
-12,1,133.06
-12,2,124.56
-12,3,117.31
-12,4,111.1
-12,5,108.1
-12,6,106.81
-12,7,110.87
-12,8,112.37
-12,9,117.35
-12,10,123.55
-12,11,133.93
-12,12,144.18
-12,13,157.29
-12,14,172.49
-12,15,188.17
-12,16,207.96
-12,17,229.74
-12,18,251.32
-12,19,276.05
-12,20,304.21
-12,21,331.46
-12,22,364.39
-12,23,396.17
-12,24,432.85
-12,25,468.34
-12,26,507.21
-12,27,550.55
-12,28,591.43
-12,29,637.54
-12,30,684.19
-12,31,733.13
-12,32,784.53
-12,33,837.28
-12,34,892.67
-12,35,950.19
-12,36,1009.38
-12,37,1068.57
-12,38,1132.73
-12,39,1196.47
-12,40,1262.63
-12,41,1333.81
-12,42,1405.56
-12,43,1477.44
-12,44,1551.16
-12,45,1630.28
-12,46,1708.98
-12,47,1789.28
-12,48,1872.47
-12,49,1955.26
-12,50,2042.86
-11,-50,3168.77
-11,-49,3059.95
-11,-48,2951.49
-11,-47,2846.73
-11,-46,2744.96
-11,-45,2642.61
-11,-44,2539.55
-11,-43,2441.71
-11,-42,2345.59
-11,-41,2251.65
-11,-40,2160.46
-11,-39,2069.81
-11,-38,1981.73
-11,-37,1898.17
-11,-36,1811.78
-11,-35,1733.81
-11,-34,1651.9
-11,-33,1572.6
-11,-32,1496.57
-11,-31,1422.44
-11,-30,1350.32
-11,-29,1279.26
-11,-28,1213.71
-11,-27,1147.94
-11,-26,1083.74
-11,-25,1021.02
-11,-24,960.02
-11,-23,901.11
-11,-22,847.24
-11,-21,793.5
-11,-20,741.41
-11,-19,692.67
-11,-18,642.57
-11,-17,596.49
-11,-16,554.09
-11,-15,512.18
-11,-14,470.65
-11,-13,432.99
-11,-12,397.89
-11,-11,362.13
-11,-10,330.94
-11,-9,301.96
-11,-8,272.05
-11,-7,244.94
-11,-6,223.01
-11,-5,201.65
-11,-4,181.08
-11,-3,164.27
-11,-2,145.72
-11,-1,132.34
-11,0,120.67
-11,1,111.05
-11,2,102.52
-11,3,97.07
-11,4,92.08
-11,5,90.77
-11,6,90.68
-11,7,93.82
-11,8,96.83
-11,9,103.77
-11,10,111.68
-11,11,119.73
-11,12,132.9
-11,13,147.73
-11,14,161.74
-11,15,180.48
-11,16,200.07
-11,17,223.82
-11,18,247.08
-11,19,272.76
-11,20,301.7
-11,21,332.41
-11,22,363.68
-11,23,397.33
-11,24,432.4
-11,25,471.34
-11,26,510.84
-11,27,552.17
-11,28,597.34
-11,29,642.18
-11,30,691.09
-11,31,740.59
-11,32,793.39
-11,33,845.56
-11,34,902.18
-11,35,959.02
-11,36,1020.34
-11,37,1082.05
-11,38,1146.75
-11,39,1213.55
-11,40,1280.05
-11,41,1348.5
-11,42,1423.42
-11,43,1498.22
-11,44,1575.39
-11,45,1650.96
-11,46,1730.81
-11,47,1814.23
-11,48,1898.65
-11,49,1981.23
-11,50,2069.51
-10,-50,3100.3
-10,-49,2989.23
-10,-48,2883.26
-10,-47,2778.5
-10,-46,2676.09
-10,-45,2575.54
-10,-44,2475.22
-10,-43,2378.92
-10,-42,2284.17
-10,-41,2189.78
-10,-40,2100.81
-10,-39,2010.72
-10,-38,1923.83
-10,-37,1839.98
-10,-36,1756.51
-10,-35,1675.71
-10,-34,1595.97
-10,-33,1519.76
-10,-32,1443.65
-10,-31,1369.92
-10,-30,1298.28
-10,-29,1231.04
-10,-28,1162.25
-10,-27,1098.63
-10,-26,1035.63
-10,-25,976.16
-10,-24,914.65
-10,-23,859.43
-10,-22,804.93
-10,-21,752.46
-10,-20,700.33
-10,-19,652.04
-10,-18,604.22
-10,-17,558.52
-10,-16,518.05
-10,-15,474.56
-10,-14,435.45
-10,-13,399.02
-10,-12,363.02
-10,-11,331.09
-10,-10,300.1
-10,-9,270.16
-10,-8,245.02
-10,-7,220.46
-10,-6,195.98
-10,-5,175.3
-10,-4,155.55
-10,-3,138.4
-10,-2,123.62
-10,-1,110.24
-10,0,98.96
-10,1,89.16
-10,2,84.62
-10,3,77.62
-10,4,75.48
-10,5,75.14
-10,6,75.96
-10,7,77.66
-10,8,84.79
-10,9,90.94
-10,10,99.96
-10,11,111.43
-10,12,125.66
-10,13,138.75
-10,14,156.1
-10,15,174.68
-10,16,195.59
-10,17,219.53
-10,18,244.4
-10,19,269.83
-10,20,300.9
-10,21,330.93
